StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q39,Q40,Q41,Q42,Q43,DT1_1,DT1_2,DT1_3,DT1_4,DT1_5,DB1_1,DB1_2,DB1_3,DB1_4,DB1_5,Conj_A_DB_1,Conj_B_DB_1,Conj_DB_1,Exp_Conj_DB,Disj_A_DB_1,Disj_B_DB_1,Disj_DB_1,Exp_Disj_DB,Normal_A_Conj_Left_1,Normal_A_Con_Right_1,Conj_A_DT_1,Conj_B_DT_1,Conj_DT_1,Exp_Conj_DT,Disj_A_DT_1,Disj_B_DT_1,Disj_DT_1,Exp_Disj_DT,Normal_B_Conj_Left_1,Normal_B_Con_Right_1,DB2_1,DB2_2,DB2_3,DB2_4,DB2_5,DT2_1,DT2_2,DT2_3,DT2_4,DT2_5,Feedback,Age,Age_1_TEXT,Gender,Race,Race_1_TEXT,Ethnicity,Condition,Structure
2019-05-31 17:40:32,2019-05-31 17:40:43,0,157.46.95.212,100,10,1,2019-05-31 17:40:43,R_11jaZaa8y6O0l6Q,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,,AMELIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:40:49,2019-05-31 17:40:57,0,157.46.95.212,100,8,1,2019-05-31 17:40:58,R_Q06aFYwk11zg8ed,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,,NOAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:33:59,2019-05-31 17:41:21,0,50.83.46.151,100,441,1,2019-05-31 17:41:21,R_1jd2cdw9CnsdEsJ,,,,,41.494598388671875,-90.56749725341796875,anonymous,EN,,,,Noah,,,,,,,1,2,1,2,2,74,15,0,2,89,19,91,2,94,,,,,,,,,,,,1,1,1,2,2,,,,,,"I picked the one that had more of a chance of going in, the one closest to the opening, so that if one or both hit, it would go in.",1,51,1,1,white,2,DB,Conj_Left
2019-05-31 17:41:02,2019-05-31 17:44:29,0,157.46.95.212,100,206,1,2019-05-31 17:44:30,R_pfQ6OYz5q8bNvEd,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,,,JAMES,,,,,,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,DB,Conj_Right
2019-05-31 17:44:40,2019-05-31 17:44:51,8,157.46.95.212,100,11,1,2019-05-31 17:44:52,R_1ieeTN49agk0R3u,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,BENJAMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:44:57,2019-05-31 17:45:08,0,157.46.95.212,100,11,1,2019-05-31 17:45:08,R_2D1xCsqt2FFjFlN,,,,,10.990997314453125,76.966705322265625,anonymous,EN,LIAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:45:16,2019-05-31 17:45:25,8,157.46.95.212,100,8,1,2019-05-31 17:45:25,R_1EioFsSq1PfySqp,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:45:30,2019-05-31 17:45:39,8,157.46.95.212,100,8,1,2019-05-31 17:45:39,R_AHv8X4z5XzTZ3c5,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,,NOAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:36:39,2019-05-31 17:45:49,0,73.177.134.158,100,549,1,2019-05-31 17:45:49,R_2Wvtn3gWSfScj9c,,,,,38.6548004150390625,-78.45960235595703125,anonymous,EN,,,,,James,,,,,,1,1,1,2,2,87,26,0,1,85,63,100,1,,100,,,,,,,,,,,,,,,,,,,,,I think It would have had to have A to go through on the one thats further from the gate.,1,41,1,1,white,2,DB,Conj_Right
2019-05-31 17:45:44,2019-05-31 17:45:52,8,157.46.95.212,100,7,1,2019-05-31 17:45:52,R_2rzpsu5vrnep0Zz,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:45:56,2019-05-31 17:46:05,0,157.46.95.212,100,8,1,2019-05-31 17:46:06,R_DAKbl7BMPPpBFZL,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,WILLIAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:46:13,2019-05-31 17:46:25,8,157.46.95.212,100,12,1,2019-05-31 17:46:26,R_2EbqZyBveFYCnXW,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,,AMELIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:46:31,2019-05-31 17:46:38,0,157.46.95.212,100,7,1,2019-05-31 17:46:39,R_215iprkM2GuAwh4,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,AVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:42:51,2019-05-31 17:46:49,0,108.197.229.66,100,238,1,2019-05-31 17:46:50,R_2uUKLSLCEQThvQd,,,,,42.046905517578125,-88.1051025390625,anonymous,EN,Emma,,,,,,,,,,1,1,1,2,2,100,51,100,1,100,0,100,1,0,,,,,,,,,,,,,,,,,,,,,,No comments,1,23,2,1,"Asian ",2,DB,Conj_Left
2019-05-31 17:46:43,2019-05-31 17:46:50,8,157.46.95.212,100,6,1,2019-05-31 17:46:50,R_9MExPtFMtJvsOZz,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,,AMELIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:46:54,2019-05-31 17:47:07,8,157.46.95.212,100,13,1,2019-05-31 17:47:08,R_2VIsFCFuXzgGqH2,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,BENJAMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:41:58,2019-05-31 17:47:09,0,122.174.123.211,100,310,1,2019-05-31 17:47:09,R_2wQs2LyJqTImVZP,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,Noah,,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,,,,,,,,DT,Conj_Right
2019-05-31 17:47:14,2019-05-31 17:47:47,0,122.174.123.211,100,32,1,2019-05-31 17:47:47,R_3JCNNcANXG1flig,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,BENJAMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:47:25,2019-05-31 17:47:49,0,122.164.205.28,100,24,1,2019-05-31 17:47:50,R_1fadFB20tz263G5,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,"It's a beautiful day, isn't it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:47:16,2019-05-31 17:48:42,0,157.46.95.212,100,85,1,2019-05-31 17:48:43,R_3HS53HLREc7sEcD,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,,,JAMES,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,,,,,,,,DT,Conj_Right
2019-05-31 17:47:27,2019-05-31 17:48:58,0,122.164.205.28,100,90,1,2019-05-31 17:48:58,R_1jCXeSwwoxlz6o5,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,Benjamin,,,,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,,,,,,,,DT,Conj_Left
2019-05-31 17:48:48,2019-05-31 17:48:59,8,157.46.95.212,100,11,1,2019-05-31 17:48:59,R_2PoES5HkUHBdH3n,,,,,10.990997314453125,76.966705322265625,anonymous,EN,LIAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:49:06,2019-05-31 17:49:13,8,157.46.95.212,100,7,1,2019-05-31 17:49:13,R_3POfx0RHt6DNX0V,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:49:18,2019-05-31 17:49:29,8,157.46.95.212,100,11,1,2019-05-31 17:49:29,R_1CIWO2HWqCcigyl,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,BENJAMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:48:01,2019-05-31 17:51:05,0,122.174.123.211,100,183,1,2019-05-31 17:51:05,R_3DuNGuSXZOOAaaY,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,,James,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,,,,,,,,DT,Conj_Right
2019-05-31 17:48:04,2019-05-31 17:52:35,0,74.131.232.16,100,270,1,2019-05-31 17:52:35,R_1i8u0zFNzTFGFYg,,,,,38.3524932861328125,-87.56909942626953125,anonymous,EN,Emma,,,,,1,2,1,1,2,,,,,,,,,,,,,,,,29,81,0,1,21,82,100,1,,80,,,,,,1,1,1,2,2,I thought about probability.,1,28,1,1,white,2,DT,Conj_Right
2019-05-31 17:53:57,2019-05-31 17:54:19,0,110.227.238.207,100,21,1,2019-05-31 17:54:19,R_2XbKM51FiaZgZLb,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:54:55,2019-05-31 17:55:02,0,157.46.25.100,100,7,1,2019-05-31 17:55:02,R_3oWTQim4iojwFo2,,,,,10.990997314453125,76.966705322265625,anonymous,EN,LIAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:55:08,2019-05-31 17:55:14,0,157.46.25.100,100,6,1,2019-05-31 17:55:15,R_2OIKjgQYyZ86flE,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,BENJAMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:55:20,2019-05-31 17:55:26,0,157.46.25.100,100,6,1,2019-05-31 17:55:27,R_3Ho7MOn5Y9TQAWV,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,WILLIAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:55:29,2019-05-31 17:55:35,0,157.46.25.100,100,5,1,2019-05-31 17:55:35,R_2Cxrc6JNqsD1PiT,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,AVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:55:37,2019-05-31 17:55:42,0,157.46.25.100,100,5,1,2019-05-31 17:55:43,R_Ole7Y1aDUxzU2at,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,,NOAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:55:45,2019-05-31 17:55:51,8,157.46.25.100,100,5,1,2019-05-31 17:55:51,R_2QfADIlPel1E9jU,,,,,10.990997314453125,76.966705322265625,anonymous,EN,LIAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31 17:55:53,2019-05-31 17:56:46,0,157.46.25.100,100,53,1,2019-05-31 17:56:47,R_115guzPpu02pkk9,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,,,JAMES,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,,,,,,,,DT,Conj_Right
2019-05-31 17:52:00,2019-05-31 17:57:31,0,24.171.75.95,100,330,1,2019-05-31 17:57:32,R_vkKtuNPM0NdbXl7,,,,,38.3170013427734375,-88.91049957275390625,anonymous,EN,,,Ava,,,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,,,,,,,,DT,Conj_Left
2019-05-31 17:56:49,2019-05-31 17:57:42,0,157.46.25.100,100,52,1,2019-05-31 17:57:43,R_1i5nJ5jDL8Mqaqh,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,,,JAMES,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,,,,,,,,DT,Conj_Left
2019-05-31 17:51:09,2019-05-31 17:58:08,0,122.174.123.211,100,419,1,2019-05-31 17:58:09,R_6WLMoUApFAnQE6Z,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,,James,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,,,,,,,,DT,Conj_Right
2019-05-31 17:47:36,2019-05-31 17:58:24,0,108.171.159.47,100,647,1,2019-05-31 17:58:24,R_1rH6l9VbFRUKGeb,,,,,18.97210693359375,72.8246002197265625,anonymous,EN,,,,,James,1,1,1,2,2,,,,,,,,,,,,,,,,39,73,21,1,33,92,97,2,,100,,,,,,,,,,,"I did the same, my decision was same for the similar video clip situation, so I chose that option.",1,35,2,1,Asian,2,DT,Conj_Right
2019-05-31 17:54:44,2019-05-31 17:58:25,0,24.211.74.225,100,221,1,2019-05-31 17:58:26,R_1n1n2hmzuqxmy1f,,,,,34.1230926513671875,-79.689300537109375,anonymous,EN,Emma,,,,,,,,,,1,1,1,2,2,85,14,0,2,79,12,100,2,,36,,,,,,,,,,,,,,,,,,,,,Uhh mostly the ball going through the 80% block,2,,2,2,,2,DB,Conj_Right
2019-05-31 17:54:28,2019-05-31 17:58:53,0,110.227.238.207,100,265,1,2019-05-31 17:58:54,R_1rcgHM8QWYU4ZZJ,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,Ava,,,,,,,,1,1,2,2,2,77,65,81,2,73,59,79,1,73,,,,,,,,,,,,1,1,1,2,2,,,,,,good,1,26,2,1,india,2,DB,Conj_Left
2019-05-31 17:37:42,2019-05-31 17:59:18,0,71.81.87.92,100,1296,1,2019-05-31 17:59:19,R_3eaCOzTwKLfGLFz,,,,,38.4069061279296875,-90.43810272216796875,anonymous,EN,,Benjamin,,,,1,1,1,2,2,,,,,,,,,,,,,,,,18,84,30,1,13,90,91,1,91,,,,,,,,,,,,"Since he chose that ball B went through the motion block, he wasn't really concerned if ball A, having the harder motion block, went through. He must have just wanted to make sure that one went through.",1,47,1,1,white,2,DT,Conj_Left
2019-05-31 17:58:33,2019-05-31 18:00:28,0,157.50.242.100,100,114,1,2019-05-31 18:00:28,R_3lQzimUJjMw0KP6,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,Ava,,,1,1,1,2,2,,,,,,,,,,,,,,,,56,66,50,2,63,43,69,1,86,,,,,,,,,,,,interesting,1,1992,1,1,asian,3,DT,Conj_Left
2019-05-31 17:58:15,2019-05-31 18:01:26,0,122.174.123.211,100,190,1,2019-05-31 18:01:26,R_RsDJ3S8pEdqEhfX,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,Ava,,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,,,,,,,,DT,Conj_Right
2019-05-31 17:58:07,2019-05-31 18:04:04,0,165.84.231.99,100,356,1,2019-05-31 18:04:04,R_BGioSXsfPCR6ulP,,,,,51.5164031982421875,-0.0930023193359375,anonymous,EN,,,Ava,,,,,,,,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,,,,,,,,,,,,,DB,Conj_Right
2019-05-31 18:02:01,2019-05-31 18:04:47,0,100.2.225.159,100,166,1,2019-05-31 18:04:47,R_vphLAZbLIKWdAo9,,,,,40.5980072021484375,-73.9467010498046875,anonymous,EN,,,,Noah,,,,,,,1,1,1,2,2,69,77,12,1,87,21,83,2,,75,,,,,,,,,,,,,,,,,,,,,,1,19,2,1,Asian,2,DB,Conj_Right
2019-05-31 18:01:53,2019-05-31 18:05:03,0,122.174.123.211,100,190,1,2019-05-31 18:05:04,R_1FaDPIfjHX4tY86,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,Noah,,,,,,,1,1,1,2,2,52,41,68,2,61,52,59,1,40,,,,,,,,,,,,,,,,,,,,,,good,1,28,2,1,asian,2,DB,Conj_Left
2019-05-31 18:06:43,2019-05-31 18:07:50,0,97.103.236.162,100,66,1,2019-05-31 18:07:50,R_26kAoNkSPoOOiSv,,,,,28.3773956298828125,-81.1887969970703125,anonymous,EN,,,,,James,,,,,,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,,,,,,,,,,,,,DB,Conj_Left
2019-05-31 17:58:25,2019-05-31 18:09:08,0,209.237.107.3,100,643,1,2019-05-31 18:09:09,R_3oEEtzvKcOlosiQ,,,,,45.0131988525390625,-93.02970123291015625,anonymous,EN,Emma,,,,,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,,,,,,,,DT,Conj_Left
2019-05-31 17:50:41,2019-05-31 18:11:13,0,117.208.175.138,100,1231,1,2019-05-31 18:11:13,R_1kT7CbMbU02jwGE,,,,,10.990997314453125,76.966705322265625,anonymous,EN,Emma,,,,,,,,,,1,1,2,2,2,93,2,5,1,85,36,69,2,100,,,,,,,,,,,,1,1,1,2,2,,,,,,Ball E is closes to the gate so I choose Ball A can easily make it Ball E to reach the gate.,1,26,2,1,Indian,2,DB,Conj_Left
2019-05-31 18:04:55,2019-05-31 18:11:49,0,122.178.19.150,100,414,1,2019-05-31 18:11:50,R_3nUv7ZRGuke3Jb0,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,Ava,,,,,,,,1,1,1,2,2,69,56,86,1,61,45,77,2,,82,,,,,,,,,,,,,,,,,,,,,"Good ",1,28,2,1,Asian,2,DB,Conj_Right
2019-05-31 18:12:12,2019-05-31 18:14:06,0,204.44.112.51,100,114,1,2019-05-31 18:14:07,R_3JjGuWn6HOK0EKZ,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,,,Ava,,,,,,,,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,2,2,1,2,1,,,,,,,,,,,,,DB,Conj_Left
2019-05-31 18:11:57,2019-05-31 18:15:25,0,73.223.27.202,100,207,1,2019-05-31 18:15:25,R_1mOhmrQMH9zrsX1,,,,,37.341705322265625,-121.9752960205078125,anonymous,EN,,,,Noah,,,,,,,1,1,1,2,2,86,18,0,2,88,14,100,1,,41,,,,,,,,,,,,,,,,,,,,,I assumed he would answer how I did,1,34,2,1,asian,2,DB,Conj_Right
2019-05-31 18:09:12,2019-05-31 18:15:40,0,209.237.107.3,100,387,1,2019-05-31 18:15:40,R_sGuYTZV9R87er4Z,,,,,45.0131988525390625,-93.02970123291015625,anonymous,EN,,Benjamin,,,,1,1,1,2,2,,,,,,,,,,,,,,,,24,76,0,1,15,81,100,2,74,,,,,,,,,,,,"I felt that it was more likely that the ball was down on the end because they said that if the ball went through the barrier that was more likely to let a ball through it would go in.  I thought that if it was in the closer position it would be more likely to choose A. ",1,34,2,1,White,2,DT,Conj_Left
2019-05-31 18:13:31,2019-05-31 18:17:26,0,174.86.143.20,100,234,1,2019-05-31 18:17:26,R_3HvmWXuPxpbnifw,,,,,38.4998016357421875,-90.464996337890625,anonymous,EN,Emma,,,,,1,1,1,2,2,,,,,,,,,,,,,,,,23,79,100,2,24,83,100,2,52,,,,,,,,,,,,"They both were in a situation where both balls could/would hit, so I don't know how to ascribe it to just one of them.",1,43,2,1,white,2,DT,Conj_Left
2019-05-31 18:14:13,2019-05-31 18:18:20,0,204.44.112.51,100,247,1,2019-05-31 18:18:21,R_1gAfpl8GjcJPtqo,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,,Benjamin,,,,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,,,,,,,,DT,Conj_Right
2019-05-31 18:14:17,2019-05-31 18:18:33,0,117.208.175.16,100,256,1,2019-05-31 18:18:34,R_vowo0CyiVrm965r,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,,Noah,,1,1,1,2,2,,,,,,,,,,,,,,,,0,94,3,2,2,94,6,2,100,,,,,,,,,,,,The second figure is more possible for Ball E will reach the gate because it was very close to the gate.,1,28,2,1,Indian,2,DT,Conj_Left
2019-05-31 18:18:25,2019-05-31 18:18:59,0,204.44.112.51,100,33,1,2019-05-31 18:19:00,R_1oaQnIeuMUZNHpR,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,,,Ava,,,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,,,,,,,,DT,Conj_Right
2019-05-31 18:16:37,2019-05-31 18:19:11,0,171.49.219.142,100,153,1,2019-05-31 18:19:12,R_2to2h3pC7iGK8UO,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,Benjamin,,,,,,,,,1,1,1,2,2,57,55,64,1,76,60,75,2,25,,,,,,,,,,,,,,,,,,,,,,It is good work and nice experiment.,1,28,2,1,Asian,2,DB,Conj_Left
2019-05-31 18:19:04,2019-05-31 18:19:48,0,204.44.112.51,100,44,1,2019-05-31 18:19:48,R_bx72T8oq7SEJqbT,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,,,,,James,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,,,,,,,,DT,Conj_Left
2019-05-31 18:19:52,2019-05-31 18:20:25,0,204.44.112.51,100,33,1,2019-05-31 18:20:25,R_1QEovYmcU1zWJNX,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,,,,,James,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,,,,,,,,DT,Conj_Left
2019-05-31 18:20:33,2019-05-31 18:21:05,0,204.44.112.51,100,31,1,2019-05-31 18:21:05,R_D6v3m7A3e8X0yFX,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,,Benjamin,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,,,,,,,,DT,Conj_Right
2019-05-31 18:06:08,2019-05-31 18:22:01,0,75.138.181.198,100,953,1,2019-05-31 18:22:01,R_3ilNuNOfWUBIL6e,,,,,42.0749969482421875,-72.03530120849609375,anonymous,EN,,,,,James,,,,,,2,1,1,2,2,88,11,100,1,79,28,100,1,,50,,,,,,,,,,,1,1,1,2,2,,,,,,I was not sure which scenes were more likely since both scenes ball A would have caused it to go through the gate.,1,36,1,1,white,2,DB,Conj_Right
2019-05-31 18:16:03,2019-05-31 18:25:28,0,27.5.116.114,100,564,1,2019-05-31 18:25:29,R_6qZvkJ8CqlyLXRn,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,Ava,,,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,,,,,,,,DT,Conj_Left
2019-05-31 17:59:43,2019-05-31 18:26:07,0,171.49.206.138,100,1584,1,2019-05-31 18:26:08,R_3EsDVEDCbtFzwdX,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,,James,1,1,1,2,2,,,,,,,,,,,,,,,,70,62,65,2,77,82,68,1,81,,,,,,,,,,,,"When it comes to selecting a university, the “one-size-fits-all” theory becomes redundant. As we all have unique needs based on our ambitions and our means to realize these ambitions, an Ivy League school may not be the right fit for many of us. To help you select the right school for you (be it in the Ivy League or not), we’ve put together a list of 21 factors for you to consider while shortlisting the universities for your higher education.",1,1994,2,1,asian,2,DT,Conj_Left
